utt000000	幫您轉接給 Rita 邱先生,他的分機是 1399。
utt008918	您的快遞單號是 1903776021,預計明天送達。
utt008919	您的快遞單號是 8143730765,預計明天送達。
utt008920	早安,歡迎來電,請問有什麼可以為您服務的嗎?
utt008921	您撥的分機 508 忙線中,請稍後再撥。
utt008922	您撥的分機 164 忙線中,請稍後再撥。
utt008923	不好意思,Rita 剛離開,請問要留言給莊業務嗎?
utt008924	您的CRM 系統設定已完成,如有問題請撥分機 882。
utt008925	請問您的訂單編號是?方便提供一下嗎?編號是 993540。
utt008926	謝謝您的來電,祝您有美好的一天,再見。
utt008927	系統顯示您的 PDF 報價單 帳號需要更新,請聯絡客服部。
utt008928	您好,請問要預約 Joyce 組長 的時間嗎?
utt008929	請問您的訂單編號是?方便提供一下嗎?編號是 332764。
utt008930	請問是 Ivy 先生嗎?邱小姐要找您。
utt008931	請問您是要報修 ERP 系統 還是 API 介面?
utt008932	這是 全球科技 的語音信箱,請在嗶聲後留言。
utt008933	請問是 Jerry 先生嗎?林工程師要找您。
utt008934	請問您是要報修 Wi-Fi 還是 email?
utt008935	幫您轉接給 Catherine 葉助理,請稍候。
utt008936	關於您的 USB 問題,我幫您轉到資訊部。
utt008937	謝謝您的來電,祝您有美好的一天,再見。
utt008938	Michael 目前正在開會,大約 32 分鐘後回來。
utt008939	您好,這裡是華碩客服中心,很高興為您服務。
utt008940	今天的會議改到下午 2 點,地點在 3 樓會議室。
utt008941	早安,歡迎來電,請問有什麼可以為您服務的嗎?
utt008942	您的Excel 報表設定已完成,如有問題請撥分機 9017。
utt008943	您的Excel 報表設定已完成,如有問題請撥分機 6450。
utt008944	今天的會議改到下午 2 點,地點在 17 樓會議室。
utt008945	請問您是要報修 Zoom 連結 還是 Excel 報表?
utt008946	系統顯示您的 CRM 系統 帳號需要更新,請聯絡採購部。
utt008947	您撥的分機 137 忙線中,請稍後再撥。
utt008948	麻煩您撥打 0971-342-928 聯絡 Oscar 李課長,謝謝。
utt008949	您撥的分機 842 忙線中,請稍後再撥。
utt008950	今天的會議改到下午 5 點,地點在 5 樓會議室。
utt008951	這是 華碩客服中心 的語音信箱,請在嗶聲後留言。
utt008952	謝謝您的來電,祝您有美好的一天,再見。
utt008953	您的Outlook設定已完成,如有問題請撥分機 1227。
utt008954	這是 中華電信商辦 的語音信箱,請在嗶聲後留言。
utt008955	這是 台灣精密 的語音信箱,請在嗶聲後留言。
utt008956	請問您是要報修 QR Code 還是 QR Code?
utt008957	您好,這裡是宏達電子,很高興為您服務。
utt008958	今天的會議改到下午 5 點,地點在 4 樓會議室。
utt008959	Michael 目前正在開會,大約 22 分鐘後回來。
utt008960	David 王工程師 請您回電,電話是 05-2138-4689。
utt008961	麻煩您撥打 0942-776-773 聯絡 Steve 江主任,謝謝。
utt008962	謝謝您的來電,祝您有美好的一天,再見。
utt008963	您的快遞單號是 3377556179,預計明天送達。
utt008964	請問您是要報修 ERP 系統 還是 Wi-Fi?
utt008965	您好,人資部的 Linda 楊襄理 為您服務。
utt008966	您的快遞單號是 2376282269,預計明天送達。
utt008967	您好,這裡是中華電信商辦,很高興為您服務。
utt008968	早安,歡迎來電,請問有什麼可以為您服務的嗎?
utt008969	您撥的分機 9130 忙線中,請稍後再撥。
utt008970	Victor 的 SSD 硬碟 已經準備好,請到 4 樓領取。
utt008971	請問是 Leo 先生嗎?郭小姐要找您。
utt008972	系統顯示您的 QR Code 帳號需要更新,請聯絡總務部。
utt008973	這是 鼎新資訊 的語音信箱,請在嗶聲後留言。
utt008974	Amy 目前正在開會,大約 23 分鐘後回來。
utt008975	幫您轉接給 Karen 廖小姐,請稍候。
utt008976	請問您是要報修 Server 主機 還是 USB?
utt008977	Joyce 蘇襄理 請您回電,電話是 0951-301-578。
utt008978	不好意思,Amy 剛離開,請問要留言給蔡先生嗎?
utt008979	您的快遞單號是 1082180314,預計明天送達。
utt008980	早安,歡迎來電,請問有什麼可以為您服務的嗎?
utt008981	幫您轉接給 Oscar 周協理,請稍候。
utt008982	幫您轉接給 Amy 王業務,他的分機是 7879。
utt008983	我們已經把 ERP 系統 寄到您的信箱,請查收。
utt008984	您好,這裡是宏達電子,很高興為您服務。
utt008985	請問您要找哪一位?是 Jerry 還是 Amy?
utt008986	您好,技術部的 Helen 謝小姐 為您服務。
utt008987	請問您的訂單編號是?方便提供一下嗎?編號是 576632。
utt008988	今天的會議改到下午 3 點,地點在 13 樓會議室。
utt008989	今天的會議改到下午 5 點,地點在 6 樓會議室。
utt008990	請問您是要報修 API 介面 還是 Excel 報表?
utt008991	請問是 Jerry 先生嗎?謝工程師要找您。
utt008992	Nancy 目前正在開會,大約 8 分鐘後回來。
utt008993	不好意思,Oscar 剛離開,請問要留言給郭業務嗎?
utt008994	麻煩您撥打 05-1283-3498 聯絡 Jason 曾課長,謝謝。
utt008995	您的快遞單號是 8678991645,預計明天送達。
utt008996	您的快遞單號是 9942493090,預計明天送達。
utt008997	您好,這裡是鼎新資訊,很高興為您服務。
utt008998	幫您轉接給 Cindy 李業務,他的分機是 061。
utt008999	這是 聯華實業 的語音信箱,請在嗶聲後留言。
utt009000	今天的會議改到下午 5 點,地點在 4 樓會議室。
utt009001	您撥的分機 311 忙線中,請稍後再撥。
utt009002	早安,歡迎來電,請問有什麼可以為您服務的嗎?
utt009003	這是 凌華科技 的語音信箱,請在嗶聲後留言。
utt009004	您撥的分機 5099 忙線中,請稍後再撥。
utt009005	我們已經把 AI 語音助理 寄到您的信箱,請查收。
utt009006	這是 凌華科技 的語音信箱,請在嗶聲後留言。
utt009007	Henry 周課長 請您回電,電話是 05-1456-6133。
utt009008	謝謝您的來電,祝您有美好的一天,再見。
utt009009	請問您是要報修 SSD 硬碟 還是 Server 主機?
utt009010	請問您是要報修 VPN 還是 Line 群組?
utt009011	Catherine 邱協理 請您回電,電話是 0988-678-814。
utt009012	麻煩您撥打 0962-550-680 聯絡 Peter 葉經理,謝謝。
utt009013	您的email設定已完成,如有問題請撥分機 605。
utt009014	您好,請問要預約 Brian 小姐 的時間嗎?
utt009015	您的Server 主機設定已完成,如有問題請撥分機 015。
utt009016	請問您要找哪一位?是 Nancy 還是 Kevin?
utt009017	您的Excel 報表設定已完成,如有問題請撥分機 918。
utt009018	Leo 王襄理 請您回電,電話是 0924-269-564。
utt009019	您撥的分機 339 忙線中,請稍後再撥。
utt009020	您好,請問要預約 Daniel 副理 的時間嗎?
utt009021	請問您是要報修 Outlook 還是 Wi-Fi?
utt009022	您好,請問要預約 Tony 顧問 的時間嗎?
utt009023	Henry 許組長 請您回電,電話是 04-4577-9965。
utt009024	麻煩您撥打 05-1340-3106 聯絡 Andy 蔡工程師,謝謝。
utt009025	幫您轉接給 Michael 黃組長,請稍候。
utt009026	請問您的訂單編號是?方便提供一下嗎?編號是 973251。
utt009027	早安,歡迎來電,請問有什麼可以為您服務的嗎?
utt009028	您的快遞單號是 3433693747,預計明天送達。
utt009029	您撥的分機 565 忙線中,請稍後再撥。
utt009030	幫您轉接給 Amy 王課長,請稍候。
utt009031	不好意思,Frank 剛離開,請問要留言給江顧問嗎?
utt009032	幫您轉接給 Eric 蔡組長,他的分機是 403。
utt009033	Jerry 楊業務 現在不在位子上,需要幫您留言嗎?
utt009034	這是 宏達電子 的語音信箱,請在嗶聲後留言。
utt009035	謝謝您的來電,祝您有美好的一天,再見。
utt009036	您好,技術部的 Henry 曾小姐 為您服務。
utt009037	請問是 Kelly 先生嗎?曾專員要找您。
utt009038	Michael 林專員 請您回電,電話是 0928-808-833。
utt009039	今天的會議改到下午 2 點,地點在 13 樓會議室。
utt009040	早安,歡迎來電,請問有什麼可以為您服務的嗎?
utt009041	系統顯示您的 PDF 報價單 帳號需要更新,請聯絡品保部。
utt009042	請問您要找哪一位?是 Sandra 還是 Eric?
utt009043	Jerry 廖副理 現在不在位子上,需要幫您留言嗎?
utt009044	請問您是要報修 email 還是 Line 群組?
utt009045	您好,資訊部的 Steve 周協理 為您服務。
utt009046	關於您的 Outlook 問題,我幫您轉到採購部。
utt009047	今天的會議改到下午 2 點,地點在 10 樓會議室。
utt009048	系統顯示您的 Teams 會議 帳號需要更新,請聯絡業務部。
utt009049	Henry 目前正在開會,大約 17 分鐘後回來。
utt009050	請問您是要報修 PDF 報價單 還是 VPN?
utt009051	Cindy 的 Server 主機 已經準備好,請到 11 樓領取。
utt009052	早安,歡迎來電,請問有什麼可以為您服務的嗎?
utt009053	您好,研發部的 Linda 楊主任 為您服務。
utt009054	不好意思,Michael 剛離開,請問要留言給陳組長嗎?
utt009055	請問您要找哪一位?是 Helen 還是 Victor?
utt009056	我們已經把 VPN 寄到您的信箱,請查收。
utt009057	這是 全球科技 的語音信箱,請在嗶聲後留言。
utt009058	Emily 目前正在開會,大約 12 分鐘後回來。
utt009059	幫您轉接給 Catherine 林課長,請稍候。
utt009060	麻煩您撥打 0932-188-791 聯絡 Tony 呂襄理,謝謝。
utt009061	關於您的 Server 主機 問題,我幫您轉到資訊部。
utt009062	您的快遞單號是 5086395202,預計明天送達。
utt009063	麻煩您撥打 0965-290-357 聯絡 Brian 林專員,謝謝。
utt009064	Sandra 的 CRM 系統 已經準備好,請到 6 樓領取。
utt009065	今天的會議改到下午 2 點,地點在 6 樓會議室。
utt009066	Kelly 江顧問 請您回電,電話是 03-4853-7001。
utt009067	您撥的分機 4031 忙線中,請稍後再撥。
utt009068	Kevin 的 VPN 已經準備好,請到 11 樓領取。
utt009069	Sophia 鄭課長 現在不在位子上,需要幫您留言嗎?
utt009070	您好,請問要預約 Frank 專員 的時間嗎?
utt009071	幫您轉接給 Kelly 張組長,他的分機是 5155。
utt009072	請問是 Peter 先生嗎?楊先生要找您。
utt009073	您好,請問要預約 Kevin 專員 的時間嗎?
utt009074	我們已經把 Line 群組 寄到您的信箱,請查收。
utt009075	您撥的分機 862 忙線中,請稍後再撥。
utt009076	Charlie 目前正在開會,大約 6 分鐘後回來。
utt009077	您好,業務部的 Andy 莊顧問 為您服務。
utt009078	請問您要找哪一位?是 Charlie 還是 Vivian?
utt009079	請問您的訂單編號是?方便提供一下嗎?編號是 314540。
utt009080	Andy 呂組長 請您回電,電話是 03-8767-7464。
utt009081	您撥的分機 524 忙線中,請稍後再撥。
utt009082	早安,歡迎來電,請問有什麼可以為您服務的嗎?
utt009083	早安,歡迎來電,請問有什麼可以為您服務的嗎?
utt009084	早安,歡迎來電,請問有什麼可以為您服務的嗎?
utt009085	麻煩您撥打 04-5181-2223 聯絡 David 曾經理,謝謝。
utt009086	早安,歡迎來電,請問有什麼可以為您服務的嗎?
utt009087	您好,請問要預約 Joyce 工程師 的時間嗎?
utt009088	系統顯示您的 Outlook 帳號需要更新,請聯絡總務部。
utt009089	請問您要找哪一位?是 Eric 還是 Cindy?
utt009090	謝謝您的來電,祝您有美好的一天,再見。
utt009091	您好,請問要預約 Wendy 主任 的時間嗎?
utt009092	早安,歡迎來電,請問有什麼可以為您服務的嗎?
utt009093	今天的會議改到下午 5 點,地點在 9 樓會議室。
utt009094	謝謝您的來電,祝您有美好的一天,再見。
utt009095	麻煩您撥打 0940-268-788 聯絡 David 蘇經理,謝謝。
utt009096	請問您要找哪一位?是 Leo 還是 Jerry?
utt009097	早安,歡迎來電,請問有什麼可以為您服務的嗎?
utt009098	請問是 Sandra 先生嗎?許小姐要找您。
utt009099	今天的會議改到下午 5 點,地點在 2 樓會議室。
utt009100	請問您是要報修 AI 語音助理 還是 SSD 硬碟?
utt009101	幫您轉接給 Joyce 廖經理,他的分機是 641。
utt009102	請問您的訂單編號是?方便提供一下嗎?編號是 895060。
utt009103	不好意思,Linda 剛離開,請問要留言給鄭組長嗎?
utt009104	您的USB設定已完成,如有問題請撥分機 902。
utt009105	不好意思,Amy 剛離開,請問要留言給楊工程師嗎?
utt009106	您撥的分機 806 忙線中,請稍後再撥。
utt009107	您好,請問要預約 Helen 襄理 的時間嗎?
utt009108	您的快遞單號是 6313608344,預計明天送達。
utt009109	幫您轉接給 Linda 莊副理,他的分機是 0763。
utt009110	您好,品保部的 Emily 吳副理 為您服務。
utt009111	我們已經把 CRM 系統 寄到您的信箱,請查收。
utt009112	我們已經把 VPN 寄到您的信箱,請查收。
utt009113	Linda 目前正在開會,大約 29 分鐘後回來。
utt009114	您撥的分機 258 忙線中,請稍後再撥。
utt009115	Sandra 蘇專員 請您回電,電話是 05-9919-7705。
utt009116	Charlie 的 API 介面 已經準備好,請到 3 樓領取。
utt009117	您的快遞單號是 9190372459,預計明天送達。
utt009118	Grace 曾協理 請您回電,電話是 0924-166-379。
utt009119	請問您要找哪一位?是 Nancy 還是 Henry?
utt009120	Henry 的 AI 語音助理 已經準備好,請到 6 樓領取。
utt009121	關於您的 SSD 硬碟 問題,我幫您轉到品保部。
utt009122	David 的 AI 語音助理 已經準備好,請到 1 樓領取。
utt009123	您的USB設定已完成,如有問題請撥分機 994。
utt009124	您好,請問要預約 David 先生 的時間嗎?
utt009125	今天的會議改到下午 1 點,地點在 14 樓會議室。
utt009126	我們已經把 ERP 系統 寄到您的信箱,請查收。
utt009127	Rita 賴助理 請您回電,電話是 07-4825-4918。
utt009128	您好,這裡是全球科技,很高興為您服務。
utt009129	您好,這裡是佳世達,很高興為您服務。
utt009130	不好意思,Sophia 剛離開,請問要留言給賴襄理嗎?
utt009131	您的快遞單號是 8920039937,預計明天送達。
utt009132	您的快遞單號是 6277607643,預計明天送達。
utt009133	您好,請問要預約 Henry 專員 的時間嗎?
utt009134	Sandra 張經理 現在不在位子上,需要幫您留言嗎?
utt009135	這是 凌華科技 的語音信箱,請在嗶聲後留言。
utt009136	系統顯示您的 SSD 硬碟 帳號需要更新,請聯絡業務部。
utt009137	麻煩您撥打 06-4187-6567 聯絡 Tina 李主任,謝謝。
utt009138	幫您轉接給 Nancy 蔡組長,請稍候。
utt009139	請問您要找哪一位?是 Catherine 還是 Peter?
utt009140	麻煩您撥打 08-7306-1504 聯絡 Grace 林小姐,謝謝。
utt009141	Joyce 邱工程師 現在不在位子上,需要幫您留言嗎?
utt009142	您撥的分機 001 忙線中,請稍後再撥。
utt009143	系統顯示您的 email 帳號需要更新,請聯絡品保部。
utt009144	謝謝您的來電,祝您有美好的一天,再見。
utt009145	幫您轉接給 Grace 王工程師,請稍候。
utt009146	您好,這裡是聯華實業,很高興為您服務。
utt009147	請問您是要報修 Excel 報表 還是 USB?
utt009148	您好,這裡是華碩客服中心,很高興為您服務。
utt009149	請問您是要報修 Wi-Fi 還是 Line 群組?
utt009150	Linda 洪協理 現在不在位子上,需要幫您留言嗎?
utt009151	這是 台灣精密 的語音信箱,請在嗶聲後留言。
utt009152	今天的會議改到下午 3 點,地點在 3 樓會議室。
utt009153	您好,法務部的 Brian 許課長 為您服務。
